"ID","X","Y","pH","OM","P","K","Mg","Ca","Al","NO_3","EC","Elev"
"271",29.9192788037449,582.37275522373,5.6,3.3,170,430,170,2200,1560,25.95,17,1.3572121
"272",129.361501354902,575.593409902791,5.6,2.4,120,490,705,4000,1130,30.56,16.9,2.8836823
"273",98.7918146715267,559.883223664847,6.2,2.4,195,500,270,3400,980,40.29,8.5,2.5905075
"274",153.818731737242,567.897866011585,5.8,3.8,185,350,160,2100,1600,21.07,6.8,2.8593292
"275",70.5439210332415,542.201975967277,6.2,2,110,310,285,3000,1180,30.65,6.35,2.2422447
"276",181.199281717661,534.562632642525,5.2,3.4,390,790,180,1700,1460,90.64,8.8,3.7249527
"277",39.049201330024,529.165831917819,6.7,2.4,160,400,280,4500,850,33.83,8.5,2.0512238
"278",124.199184320388,509.280149256071,5.8,3.4,210,445,160,2000,1650,40.04,7.1,3.947319
"279",27.2444060595488,499.163350643973,6.3,1.6,120,270,230,2500,1050,25.73,10.5,1.9426651
"280",188.508102197133,506.603702781665,5.5,3.5,250,610,190,2100,1640,66.77,6.45,3.9561996
"281",76.1440392934573,495.800280185044,6,2.9,180,320,110,2100,1750,29.88,5.6,3.1044083
"282",152.079529309298,492.386318930505,5.6,3.7,310,520,160,1700,1840,56.92,5,3.7018318
"283",45.4718315207614,461.342768986724,6.6,4.8,300,532,340,3200,1840,115.28,12.4,3.0854645
"284",149.286380759613,458.482725596266,5.6,2.7,250,420,150,1800,1530,30.03,8.95,3.7482414
"285",101.210197572599,450.590571126884,6.3,2.9,170,575,220,2700,1770,35.14,6.7,3.4922867
"286",171.257140248305,445.196570852736,5.6,4.3,130,320,125,2000,1750,38.56,7.1,4.5837936
"287",27.346729416284,437.420623096334,6,3.2,110,400,190,2600,1730,60.25,4.2,3.0318756
"288",153.371890510258,415.426356576397,5.5,3.7,210,580,150,1700,1810,50.32,6,4.4980545
"289",56.4957322279603,411.331937447382,6.4,2.7,200,450,180,3000,1680,45.28,5.2,3.2304039
"290",127.745886856103,396.457754291703,5.5,4,230,500,160,1900,1640,46.23,9.25,4.5986633
"291",42.593219051737,380.792241700783,6.7,3.4,320,610,190,3600,1590,32.55,6.3,3.5715828
"292",54.0010990522017,377.929238126783,6.3,3,280,510,130,3200,1700,40.77,4.2,3.5482216
"293",155.501723976057,368.772167236966,5.5,3.2,160,620,115,1300,2080,38.74,6.05,5.3975868
"294",58.7427265147477,348.549699483597,6.2,2.6,175,430,130,2200,2080,41.11,5.95,3.9153328
"295",120.347848466886,337.768880242412,5.6,4.1,108,410,150,1500,2230,46.56,6.2,5.1786194
"296",31.9148481707131,320.471000596473,6.2,4.7,90,500,180,2600,1820,46.13,6.5,4.2784348
"297",76.9241535230065,307.37021895483,6,3.6,180,350,150,2100,1750,43.76,5.1,5.0425224
"298",129.665653098692,309.752350145034,6.9,2.2,200,525,400,2700,1020,60.81,14.5,5.2800674
"299",92.7856510915825,292.84741396053,5.9,3.6,240,460,150,2000,1610,29.2,2.9,5.1156845
"300",115.956855748754,281.00973156015,5.5,4.3,115,420,160,2100,1760,41.53,4,5.4365005
"301",39.66019876758,262.805896539076,6.7,4.6,250,560,175,3400,1800,29.85,7.5,4.9322701
"302",174.117728461106,272.880289071026,5.9,3.3,440,390,165,2400,1380,41.38,-6.65,5.0043449
"303",55.8500804562645,255.266779718013,6.2,3.9,90,430,110,2400,1970,24.26,4.55,4.9947281
"304",194.55609351092,249.424408841184,6.2,2.3,290,620,270,2600,1330,37.45,9.45,4.4511223
"305",30.2499135528526,235.438954722021,6.6,3.2,200,580,200,2700,1740,35.73,1.9,5.0314713
"306",133.237971908716,217.197006169385,6.1,4,354.163265306122,500,230,2800,1570,39.15,9.65,4.7767944
"307",71.3603492187909,199.494069517204,5.5,2.9,250,505,160,1600,1690,27.76,3.9,4.9645119
"308",171.128243998764,210.515950223382,5.8,3.4,260,310,140,2000,1920,40.52,12.2,4.8613319
"309",39.5516250831792,191.129758963607,6.2,3.6,195,560,170,2400,1350,45.3,4.35,5.1438484
"310",84.9365020299479,168.22593703346,6.3,4.7,240,420,260,2900,890,104.89,12.2,4.7369957
"311",171.361228425618,170.531559263895,5.8,2.7,300,360,225,2700,930,58.83,19,4.8793144
"312",62.2729404472215,148.800601429658,6.5,5.2310009718173,110,230,600,3300,530,21.04,10.95,4.5317154
"313",121.585434672205,147.372343220653,6.2,3.9,270,285,280,2900,1130,39.34,12,4.8042221
"314",98.1719645644374,115.285802422333,5.9,5.075,320,540,430,4000,1300,63.6,8.3,4.6634483
"315",175.35986845467,110.502935916829,7.2,2.3,190,280,230,3000,1680,17.3,9,5.0635872
"316",37.6048763667205,103.467486439126,6.2,6.3,290,450,480,4400,990,106.6,6.75,4.7962341
"317",186.923576722073,107.240922598606,6.6,2.1,210,380,260,3300,1510,39.03,4.9,4.8251648
"318",70.2126321894165,98.4509390430946,7.1,3.6,170,280,570,4400,780,29.1,11.9,4.5317154
"319",140.347182612293,91.7660483905227,6.4,3.4,290,210,220,3100,1040,34.41,8.5,4.7767944
"320",26.6679489573738,64.1908166498762,6.2,6.8,160,280,350,3400,940,57.66,7.2,4.4965591
"321",121.936445327191,61.9580339261852,7.2,2,245,275,470,3700,740,23.06,10.6,4.8110733
"322",57.65411021684,40.2450863020347,7.7,1.4,95,280,510,4200,520,16.8,9.4,4.5317154
"323",145.916904252055,39.7688416030971,7.6,1.3,80,180,440,4100,850,13.44,8.2,4.7775002
"324",89.5599737126736,32.216740058912,7.6,2,90,255,490,5000,510,15.66,9.8,5.0835304
