X,Y,ID,tC_015,tC_1530,FFtC,tC,Sand,Silt,Clay,pH,K,P,Mg,Ca,Min,RM,SuM,SiM,BE,RO,WB,GB,YB,BW,BH,SH,AE,WA,BA,IW,MW,HE
582142.287493000,5031803.61706400,144,5.64282288664957,2.51337410393958,0,8.15619699058915,27.6400000000000,32.5100000000000,39.8500000000000,6.41000000000000,195,15.4600000000000,790,4500,249.097083002692,0,17,0,0,0,0,0,0,2,3,0,0,10,1,0,0,0
582098.903676000,5031778.63713600,145,4.58506823192732,2.49444529097566,0,7.07951352290298,52.5700000000000,24.6900000000000,22.7400000000000,5.81000000000000,87,17.9300000000000,201,1280,139.079993794135,0,24,0,0,4,0,0,0,4,2,0,0,2,0,0,0,0
582051.044287000,5031747.04129300,146,5.83136151839842,1.68326416218090,0,7.51462568057932,17.7300000000000,33.6900000000000,48.5800000000000,5.95000000000000,162,20.7500000000000,535,3050,300.178346882525,0,21,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0
582003.130498000,5031734.02557500,147,5.60024205233653,2.99939654747383,0,8.59963859981035,12.3500000000000,42.5400000000000,45.1100000000000,5.88000000000000,186,50.3900000000000,431,2750,265.131648931496,2,10,0,4,0,0,0,0,10,0,4,2,0,0,0,0,0
581956.025341000,5031707.50973900,148,5.04831703597838,1.37759356355099,0,6.42591059952938,10.2300000000000,42.4800000000000,47.2900000000000,5.95000000000000,247,27.7800000000000,508,2200,208.762820539510,4,0,0,5,0,0,0,0,14,2,2,0,4,6,2,0,0
581918.970942000,5031682.93248300,149,4.20600221648166,1.04238183624475,0,5.24838405272642,18.4400000000000,39.5200000000000,42.0400000000000,5.86000000000000,156,28.6400000000000,225,681,139.192619069093,0,9,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0
582117.482313000,5031849.68387000,154,3.69994741887093,2.21333065240685,0,5.91327807127778,47.1700000000000,30.9200000000000,21.9100000000000,6.03000000000000,84,21.0600000000000,230,1300,142.587383858681,0,14,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0
582077.340125000,5031832.25544000,155,4.20022041793515,2.08180761952469,0,6.28202803745984,41.7300000000000,38.3200000000000,19.9500000000000,5.55000000000000,105,28.0200000000000,139,1300,142.455433024371,0,21,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
582033.216730000,5031806.46462400,156,3.53945316460849,1.81083514740457,0,5.35028831201306,42.4900000000000,33.8900000000000,23.6300000000000,6.43000000000000,60,12.6100000000000,265,1710,85.5365638991513,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
581983.614256000,5031777.77664900,157,4.05267332132182,3.18273466990391,0,7.23540799122573,41.3400000000000,34.4300000000000,24.2300000000000,5.95000000000000,94,14.2400000000000,211,1800,147.553618199741,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
581940.570646000,5031757.80312300,158,4.67817891491774,3.44962500336183,0,8.12780391827958,16.9900000000000,37.5500000000000,45.4600000000000,6,258,19.1900000000000,720,3720,324.337252316955,0,7,0,0,0,0,0,0,4,4,0,0,13,5,0,0,0
581893.248173000,5031739.21243700,159,4.76062259641866,1.42167540237840,0,6.18229799879706,38.2600000000000,24.7500000000000,36.9900000000000,6.35000000000000,227,25.2100000000000,575,2560,157.467052517046,0,4,0,8,4,0,0,0,0,0,0,0,14,0,2,0,0
582095.988807000,5031893.79005100,164,4.86754128200206,5.05914008312729,0,9.92668136512935,32.0300000000000,37.4400000000000,30.5300000000000,6.09000000000000,115,5.34000000000000,590,2890,163.434734780128,0,18,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0
582051.598079000,5031871.26796000,165,3.77761243877870,1.61364924019146,0,5.39126167897015,73.8700000000000,18.8800000000000,7.25000000000000,5.51000000000000,52,15.6200000000000,125,935,126.164073155562,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
582003.222309000,5031845.11611200,166,3.87752522219773,1.56200055968127,0,5.43952578187900,55.8600000000000,17.7300000000000,26.4100000000000,5.90000000000000,65,20.9400000000000,248,1710,106.738041655365,0,20,0,4,2,0,0,0,4,0,0,0,4,0,0,0,0
581963.002545000,5031826.57029200,167,4.91767074073773,2.62646020708440,0,7.54413094782213,58.4300000000000,22.1800000000000,19.3900000000000,6.93000000000000,65,6.54000000000000,525,3300,98.5442637836376,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581920.932088000,5031806.10365100,168,6.98888503002220,3.53434874012834,0,10.5232337701505,44.4000000000000,29,26.6000000000000,7.15000000000000,107,4.96000000000000,910,4450,175.766135194805,0,24,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
581873.430531000,5031786.02446400,169,5.57209985095914,1.50987003873751,0,7.08196988969665,16.5200000000000,40.8200000000000,42.6700000000000,5.23000000000000,263,44.0600000000000,643,3040,249.384472811907,0,16,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
581938.001671000,5031859.13085800,177,4.18590246237925,2.70713812830989,0,6.89304059068914,53.1800000000000,24.6400000000000,22.1800000000000,5.80000000000000,87,11.6500000000000,295,1510,130.633982779808,0,24,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0
581892.600734000,5031840.97300900,178,4.92662418110304,2.81853452204481,0,7.74515870314785,63.3300000000000,22.1600000000000,14.5100000000000,6.13000000000000,69,25.9500000000000,408,2320,158.131752701752,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
581850.547944000,5031817.28830400,179,4.23832324484603,2.05725564616564,0,6.29557889101167,62.5100000000000,22.4700000000000,15.0200000000000,6.31000000000000,84,19.1200000000000,267,2050,123.120122422155,0,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
581860.278066000,5031884.56813800,188,4.14590773344369,2.52519776378994,0,6.67110549723362,61.9500000000000,19.2300000000000,18.8200000000000,6.55000000000000,74,6.26000000000000,350,2210,131.811898220628,0,34,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
581819.442441000,5031861.23669100,189,4.42807255497465,3.40270495976665,0,7.83077751474130,49.9900000000000,27.0400000000000,22.9600000000000,5.20000000000000,97,45.3600000000000,103,610,94.5277667349850,0,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
